occupation_name,url,2019 Median Pay,Typical Entry-Level Education,Work Experience in a Related Occupation,On-the-job Training,"Number of Jobs, 2019","Job Outlook, 2019-29","Employment Change, 2019-29"
     Tax preparers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#132082,nan,nan,nan,nan,nan,nan,nan
"     Computer, automated teller, and office machine repairers",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#492011,nan,nan,nan,nan,nan,nan,nan
"     Dispatchers, except police, fire, and ambulance",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#435032,nan,nan,nan,nan,nan,nan,nan
     Crane and tower operators,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,nan,nan,nan,nan,nan,nan,nan
     Fence erectors,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#474031,nan,nan,nan,nan,nan,nan,nan
     Music directors and composers,https://www.bls.gov/ooh/entertainment-and-sports/music-directors-and-composers.htm,nan,nan,nan,nan,nan,nan,nan
     Gambling change persons and booth cashiers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#412012,nan,nan,nan,nan,nan,nan,nan
"     Material moving workers, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#537199,nan,nan,nan,nan,nan,nan,nan
"     Securities, commodities, and financial services sales agents",https://www.bls.gov/ooh/sales/securities-commodities-and-financial-services-sales-agents.htm,nan,nan,nan,nan,nan,nan,nan
"     Physicians, all other; and ophthalmologists, except pediatric",https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,nan,nan,nan,nan,nan,nan,nan
     Cost estimators,https://www.bls.gov/ooh/business-and-financial/cost-estimators.htm,nan,nan,nan,nan,nan,nan,nan
     Food preparation workers,https://www.bls.gov/ooh/food-preparation-and-serving/food-preparation-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Tire repairers and changers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#493093,nan,nan,nan,nan,nan,nan,nan
"     Sales and related workers, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#419099,nan,nan,nan,nan,nan,nan,nan
"     Meat, poultry, and fish cutters and trimmers",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#513022,nan,nan,nan,nan,nan,nan,nan
     Automotive and watercraft service attendants,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#536031,nan,nan,nan,nan,nan,nan,nan
"     Multiple machine tool setters, operators, and tenders, metal and plastic",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,nan,nan,nan,nan,nan,nan,nan
"     Plumbers, pipefitters, and steamfitters",https://www.bls.gov/ooh/construction-and-extraction/plumbers-pipefitters-and-steamfitters.htm,nan,nan,nan,nan,nan,nan,nan
"     Farmworkers and laborers, crop, nursery, and greenhouse",https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,nan,nan,nan,nan,nan,nan,nan
"     Middle school teachers, except special and career/technical education",https://www.bls.gov/ooh/education-training-and-library/middle-school-teachers.htm,nan,nan,nan,nan,nan,nan,nan
     Electrical and electronic engineering technologists and technicians,https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm,nan,nan,nan,nan,nan,nan,nan
     Electrical power-line installers and repairers,https://www.bls.gov/ooh/installation-maintenance-and-repair/line-installers-and-repairers.htm,nan,nan,nan,nan,nan,nan,nan
     Computer programmers,https://www.bls.gov/ooh/computer-and-information-technology/computer-programmers.htm,nan,nan,nan,nan,nan,nan,nan
"     Shipping, receiving, and inventory clerks",https://www.bls.gov/ooh/office-and-administrative-support/material-recording-clerks.htm,nan,nan,nan,nan,nan,nan,nan
     First-line supervisors of non-retail sales workers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#411012,nan,nan,nan,nan,nan,nan,nan
"     Patternmakers, metal and plastic",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Embalmers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#394011,nan,nan,nan,nan,nan,nan,nan
"     Sewers, hand",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#516051,nan,nan,nan,nan,nan,nan,nan
"     Model makers, metal and plastic",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Power distributors and dispatchers,https://www.bls.gov/ooh/production/power-plant-operators-distributors-and-dispatchers.htm,nan,nan,nan,nan,nan,nan,nan
     Locksmiths and safe repairers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#499094,nan,nan,nan,nan,nan,nan,nan
     Fishing and hunting workers,https://www.bls.gov/ooh/farming-fishing-and-forestry/fishers-and-related-fishing-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Landscape architects,https://www.bls.gov/ooh/architecture-and-engineering/landscape-architects.htm,nan,nan,nan,nan,nan,nan,nan
"     Pediatricians, general",https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,nan,nan,nan,nan,nan,nan,nan
"     Morticians, undertakers, and funeral arrangers",https://www.bls.gov/ooh/personal-care-and-service/funeral-service-occupations.htm,nan,nan,nan,nan,nan,nan,nan
